Unnamed: 0;CODGEO;LIBGEO;DEP;SUPERF;MED16;Geo_Shape;geo_point_2d;Cluster Labels;1st Most Common Venue;2nd Most Common Venue;3rd Most Common Venue;4th Most Common Venue;5th Most Common Venue;6th Most Common Venue;7th Most Common Venue;8th Most Common Venue;9th Most Common Venue;10th Most Common Venue
113;94041;Ivry-sur-Seine;94;6.1;17662.8571429;"{""type"": ""Polygon"", ""coordinates"": [[[2.3711660805, 48.8039858306], [2.3700838173, 48.805098975], [2.3679981233, 48.8072132252], [2.3672229478, 48.8080320655], [2.3671482661, 48.8081270054], [2.3648410742, 48.811525247], [2.3650457091, 48.8140670971], [2.3647242983, 48.8156339147], [2.3642042812, 48.816398324], [2.364383325, 48.8164577358], [2.3650289865, 48.8166707225], [2.3693854941, 48.8180356556], [2.3745888224, 48.8196728742], [2.3765275259, 48.8203035697], [2.3777702346, 48.8207111653], [2.3792964898, 48.8212137552], [2.389019074, 48.825113152], [2.3894454252, 48.8253446696], [2.3900720145, 48.8256923268], [2.3906600281, 48.8253787452], [2.4073848989, 48.8176301428], [2.4078662846, 48.817454451], [2.408663323, 48.8170653674], [2.4093609378, 48.8166757873], [2.4095708036, 48.8164231991], [2.4098126908, 48.8161087115], [2.4100297696, 48.8156996661], [2.410123645, 48.8153466734], [2.4102592794, 48.8146728079], [2.4102587368, 48.8139982702], [2.4096430954, 48.8118421135], [2.4089590081, 48.8093618326], [2.4088902176, 48.8084630075], [2.4056239125, 48.8081949845], [2.4041943388, 48.8080610548], [2.4041945183, 48.8079261479], [2.4023873489, 48.804264716], [2.3980512739, 48.8018631736], [2.3959409787, 48.800920758], [2.3942552314, 48.8002385821], [2.3921433267, 48.7999130731], [2.3908088896, 48.7998154406], [2.3868918231, 48.8002954748], [2.3815195421, 48.8025900293], [2.3790115438, 48.8037408389], [2.3758762674, 48.8058722546], [2.3756714908, 48.8059170541], [2.3711660805, 48.8039858306]]]}";48.8123578699,2.38784972558;2;Supermarket;Hotel;French Restaurant;Asian Restaurant;Chinese Restaurant;Italian Restaurant;Fast Food Restaurant;Vietnamese Restaurant;Japanese Restaurant;Restaurant
114;94042;Joinville-le-Pont;94;2.3;25527.3333333;"{""type"": ""Polygon"", ""coordinates"": [[[2.4606281524, 48.8093641813], [2.4589988796, 48.8100880151], [2.4581136855, 48.8104896261], [2.4573453559, 48.8109133461], [2.4567760425, 48.8113163804], [2.4557860397, 48.812231942], [2.4546492787, 48.8135047775], [2.4554024635, 48.8140154592], [2.4576369676, 48.8133816628], [2.4610388761, 48.8153423966], [2.4632391296, 48.8171087722], [2.4612052143, 48.8183551492], [2.4626960628, 48.8190597706], [2.4644275481, 48.8229923902], [2.4657120378, 48.826173802], [2.4657305721, 48.826226048], [2.4666191878, 48.8263091588], [2.4755309539, 48.8305674877], [2.4758029548, 48.8306118495], [2.4766156477, 48.8289039223], [2.4817638115, 48.8200891697], [2.4823047479, 48.818830596], [2.4820946853, 48.8169437046], [2.4818880567, 48.8159463046], [2.4807266201, 48.8144195259], [2.4801799535, 48.8135213732], [2.4793647112, 48.8137471665], [2.4727653666, 48.8145636595], [2.4632849815, 48.8109338631], [2.4615131357, 48.8099024023], [2.4606281524, 48.8093641813]]]}";48.8193673429,2.47066836835;2;Supermarket;Park;Train Station;Sushi Restaurant;French Restaurant;Bakery;Italian Restaurant;Bar;Plaza;Pool
115;94043;Le Kremlin-Bicêtre;94;1.54;21805.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.3642042812, 48.816398324], [2.3647242983, 48.8156339147], [2.3650457091, 48.8140670971], [2.3648410742, 48.811525247], [2.3671482661, 48.8081270054], [2.3672229478, 48.8080320655], [2.3653139619, 48.8075794462], [2.3532742243, 48.802970289], [2.3481503574, 48.8012614871], [2.347783908, 48.8014960292], [2.3474835228, 48.8016733695], [2.3462990537, 48.802322557], [2.3437218121, 48.8031799485], [2.3440731186, 48.8042602506], [2.344386259, 48.8048034035], [2.3446193039, 48.8051113746], [2.344862029, 48.805407706], [2.3452642926, 48.8059027772], [2.3457812446, 48.8064821179], [2.3465041579, 48.8072514543], [2.349443453, 48.8102381708], [2.3502964959, 48.8110639512], [2.3512512693, 48.8118147284], [2.3560981554, 48.8155338073], [2.3564647458, 48.8159548937], [2.3565450352, 48.8159598228], [2.3568948902, 48.8159715983], [2.357466682, 48.8159872638], [2.3584387377, 48.8160131694], [2.3603869483, 48.8160640795], [2.3614218471, 48.8160741082], [2.3639465502, 48.81631421], [2.3642042812, 48.816398324]]]}";48.8089183157,2.35587983382;2;Vietnamese Restaurant;Supermarket;Thai Restaurant;French Restaurant;Chinese Restaurant;Bakery;Italian Restaurant;Asian Restaurant;Japanese Restaurant;Sandwich Place
116;94044;Limeil-Brévannes;94;6.93;20970.952381;"{""type"": ""Polygon"", ""coordinates"": [[[2.4735407112, 48.7617725534], [2.4740706006, 48.7611650835], [2.4750931135, 48.7605408893], [2.4762799494, 48.7599425904], [2.4812393653, 48.7587680096], [2.4870476317, 48.7578469099], [2.4922457535, 48.7590770413], [2.4931665952, 48.7592302559], [2.4938545918, 48.7584245976], [2.5016755393, 48.7489874876], [2.5049712711, 48.7463838695], [2.5086355308, 48.7457712059], [2.5118263324, 48.7445862585], [2.5130900594, 48.7430956709], [2.5159048508, 48.7397540452], [2.5169677716, 48.738483857], [2.5162496637, 48.7382030249], [2.5156039482, 48.7384747332], [2.5116035576, 48.7377235981], [2.5099929314, 48.7348900781], [2.5100603137, 48.7346645966], [2.5097203691, 48.7346658992], [2.5075475825, 48.7348035632], [2.5061915678, 48.7357045916], [2.5059196185, 48.7357043657], [2.5035392718, 48.7352132923], [2.4855052571, 48.7293859179], [2.4851644, 48.7292072583], [2.4845525554, 48.7290723998], [2.4843700714, 48.7295159354], [2.4838860124, 48.7303458256], [2.4822687335, 48.7330218487], [2.4815243319, 48.7337723466], [2.4803269413, 48.7346773704], [2.474411704, 48.7413378711], [2.4718136697, 48.7522895359], [2.4685795218, 48.7613386489], [2.468329119, 48.7622819221], [2.471801973, 48.7631265924], [2.4721170252, 48.763183749], [2.4726438704, 48.7626113498], [2.4735407112, 48.7617725534]]]}";48.7453553169,2.48965138414;1;Supermarket;Train Station;Fast Food Restaurant;Hotel;Clothing Store;Furniture / Home Store;Soccer Stadium;Department Store;Café;Park
117;94046;Maisons-Alfort;94;5.35;24819.4444444;"{""type"": ""Polygon"", ""coordinates"": [[[2.4606281524, 48.8093641813], [2.4622578451, 48.8084631491], [2.4630735597, 48.8080584968], [2.4638892961, 48.8075180324], [2.4640148072, 48.8073621028], [2.4605522519, 48.8060388267], [2.458785377, 48.8057304466], [2.4568390371, 48.8053987402], [2.4527742534, 48.804924214], [2.4486625656, 48.8037415169], [2.4478090188, 48.8030855224], [2.4470394829, 48.8024694831], [2.4428900096, 48.7969513517], [2.4407501558, 48.7937575086], [2.4386674893, 48.7898272796], [2.4390397889, 48.7891292967], [2.4360048243, 48.7870760747], [2.4327446429, 48.7867314624], [2.4321358304, 48.7883942585], [2.427385191, 48.8002004248], [2.4257021663, 48.8043061521], [2.4252332021, 48.8053480856], [2.4244885099, 48.806820394], [2.4241337486, 48.8075040166], [2.4236640483, 48.8082374491], [2.4229244171, 48.8091215725], [2.4219513636, 48.8100549277], [2.420596035, 48.8111968776], [2.416045462, 48.816151906], [2.4159099817, 48.8163320193], [2.4179511564, 48.8166000946], [2.4195846403, 48.8169138235], [2.4205379683, 48.8169130511], [2.4358055893, 48.8167036643], [2.4396444796, 48.816599402], [2.4457279326, 48.8162185419], [2.4535621593, 48.814323643], [2.4546492787, 48.8135047775], [2.4557860397, 48.812231942], [2.4567760425, 48.8113163804], [2.4573453559, 48.8109133461], [2.4581136855, 48.8104896261], [2.4589988796, 48.8100880151], [2.4606281524, 48.8093641813]]]}";48.8060849119,2.43798340414;1;Supermarket;Fast Food Restaurant;Hotel;French Restaurant;Train Station;Bakery;Clothing Store;Gym / Fitness Center;Sushi Restaurant;Sandwich Place
118;94047;Mandres-les-Roses;94;3.3;26257.1428571;"{""type"": ""Polygon"", ""coordinates"": [[[2.5295814715, 48.7061821621], [2.5310962022, 48.7057878675], [2.5326540658, 48.7054306002], [2.5333777191, 48.706876159], [2.5429202505, 48.7118933663], [2.5536568094, 48.7156226494], [2.5540239736, 48.7154432334], [2.5553311215, 48.7148544768], [2.5577852655, 48.713157345], [2.5677714223, 48.7090043027], [2.5681304477, 48.7089759209], [2.5686691413, 48.7077618116], [2.5688027049, 48.7072217237], [2.5681000522, 48.7070626774], [2.5675055209, 48.7068122748], [2.5667611116, 48.7062815951], [2.5572396186, 48.7005584804], [2.5458788751, 48.6994058398], [2.5452929169, 48.6991292725], [2.5447056844, 48.6988437026], [2.5444790371, 48.6986566491], [2.5443069214, 48.6984491158], [2.5415977449, 48.7001261223], [2.5356939534, 48.7008552372], [2.5334521598, 48.7003643802], [2.5310726122, 48.6997838928], [2.5309372785, 48.6998742062], [2.5298575336, 48.7016292985], [2.5289803227, 48.7030685695], [2.5285762187, 48.703878284], [2.5268684861, 48.7047305049], [2.5268491421, 48.7050659256], [2.5281559093, 48.7051268674], [2.5291388775, 48.7052287918], [2.5294637358, 48.7055232962], [2.5295433995, 48.7058824933], [2.5295814715, 48.7061821621]]]}";48.7063597687,2.54876551365;1;Fast Food Restaurant;Supermarket;Train Station;Hotel;Steakhouse;Furniture / Home Store;Shopping Mall;Flower Shop;French Restaurant;Forest
119;94048;Marolles-en-Brie;94;4.59;30130.6666667;"{""type"": ""Polygon"", ""coordinates"": [[[2.5365044256, 48.7282160168], [2.5359548576, 48.7285565673], [2.5353956829, 48.7301293065], [2.5375117057, 48.7316116998], [2.5396901146, 48.7331257739], [2.5421424379, 48.7347397944], [2.5476209923, 48.7402103291], [2.5528481847, 48.7468983593], [2.5511368548, 48.7472607013], [2.5517152348, 48.750229165], [2.5556106633, 48.7537433624], [2.5566430888, 48.7545422842], [2.5572077624, 48.7545218939], [2.5580213317, 48.754344125], [2.5589607396, 48.7540831698], [2.5623117864, 48.7526897106], [2.5677908915, 48.7515098446], [2.5701727435, 48.7511541777], [2.5700444563, 48.750711202], [2.5717233375, 48.7430262839], [2.56777111, 48.7392758256], [2.5610663834, 48.7348279678], [2.5562020143, 48.7305799475], [2.5542034085, 48.7243627836], [2.5536545982, 48.7224053484], [2.5520538412, 48.7236010039], [2.5457853922, 48.7253303206], [2.5369761998, 48.7279084412], [2.5365044256, 48.7282160168]]]}";48.7390067694,2.55516003754;1;Train Station;Portuguese Restaurant;Fast Food Restaurant;Supermarket;Park;Bowling Alley;Snack Place;Brazilian Restaurant;Flower Shop;Mobile Phone Shop
120;94052;Nogent-sur-Marne;94;2.8;30241.6666667;"{""type"": ""Polygon"", ""coordinates"": [[[2.4758029548, 48.8306118495], [2.4755309539, 48.8305674877], [2.4666191878, 48.8263091588], [2.4657305721, 48.826226048], [2.4657786479, 48.8263197968], [2.4660827502, 48.8270838169], [2.4661119609, 48.8271576952], [2.4661783247, 48.8273279715], [2.4675819884, 48.8331333188], [2.4674264387, 48.8388912154], [2.4672474619, 48.8390729876], [2.4681266054, 48.8394384406], [2.474032989, 48.8413199236], [2.4797816041, 48.841986299], [2.4865336746, 48.8450939474], [2.4876528352, 48.84601788], [2.4889000852, 48.8466680474], [2.4900833071, 48.8471803283], [2.4915219509, 48.8476334267], [2.4920619176, 48.8460600637], [2.4938143488, 48.8401596591], [2.4975991568, 48.8309895918], [2.4975981658, 48.8308097156], [2.4961696589, 48.8309008373], [2.4839739336, 48.8315458444], [2.4831565684, 48.8315468118], [2.4779140281, 48.8310590725], [2.4758706115, 48.8306571141], [2.4758029548, 48.8306118495]]]}";48.836588612,2.48175089907;2;Supermarket;Italian Restaurant;French Restaurant;Hotel;Fast Food Restaurant;Sushi Restaurant;Plaza;Pub;Bakery;Park
121;94053;Noiseau;94;4.49;26250.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.5619668534, 48.7878056595], [2.5622234406, 48.787560167], [2.562847009, 48.7867260168], [2.5638604239, 48.7853311668], [2.5643142414, 48.7813485106], [2.5659201637, 48.7775840872], [2.5704828212, 48.7693467786], [2.5716768711, 48.7670962587], [2.5704320807, 48.7665845238], [2.5615082322, 48.763664999], [2.5575161801, 48.7646756025], [2.5525410841, 48.7651193642], [2.5456755891, 48.7653120037], [2.5396374067, 48.7681085276], [2.5356417201, 48.7767821997], [2.5355592892, 48.7770229185], [2.536051693, 48.7770473167], [2.5362194792, 48.7771549967], [2.5373165312, 48.7778976573], [2.5457698611, 48.7824648539], [2.557132453, 48.7863317272], [2.5592428737, 48.7870473507], [2.5614898519, 48.7877166692], [2.5619668534, 48.7878056595]]]}";48.7743922454,2.55405127191;1;Supermarket;Fast Food Restaurant;Train Station;Hotel;Asian Restaurant;Park;Pizza Place;French Restaurant;Furniture / Home Store;Shopping Mall
122;94054;Orly;94;6.69;17754.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.369351563, 48.7460674576], [2.3744365876, 48.7461958445], [2.3838453782, 48.7490779893], [2.3883350182, 48.7511778621], [2.3911515457, 48.7521447539], [2.3960551806, 48.7516641756], [2.3994526533, 48.7496773782], [2.4024453694, 48.7502347496], [2.4060422611, 48.7510136137], [2.4061000494, 48.7510750624], [2.4102267663, 48.7519211923], [2.413270738, 48.752417382], [2.4255487059, 48.7520993185], [2.4275220616, 48.7510087949], [2.4290595299, 48.7502183628], [2.4308419991, 48.7492824716], [2.4325384882, 48.7483677312], [2.4340833287, 48.7473847902], [2.4350445996, 48.746658105], [2.4360254855, 48.7458757397], [2.4368153296, 48.7451500285], [2.4351134672, 48.7446922725], [2.4319245795, 48.7440385448], [2.4288547145, 48.7434518587], [2.4266511277, 48.7431201987], [2.424175277, 48.7429391894], [2.4229150283, 48.7432694932], [2.4178773883, 48.7434213264], [2.4107694569, 48.7426426245], [2.4074660465, 48.741572135], [2.4042201184, 48.7400044496], [2.3919817146, 48.7369215232], [2.3867141145, 48.7330764357], [2.3851341409, 48.7314591975], [2.3823229133, 48.7294578017], [2.3782868656, 48.7279194745], [2.3766816634, 48.7276538593], [2.3758786306, 48.7276145842], [2.374967361, 48.7276448941], [2.3723520995, 48.7278263507], [2.3713318491, 48.7278740487], [2.3704373522, 48.727865736], [2.3703697066, 48.7293045005], [2.3699944573, 48.7370827397], [2.3696610048, 48.7419523596], [2.369351563, 48.7460674576]]]}";48.742826877,2.39566220591;2;Hotel;Supermarket;Sandwich Place;Electronics Store;Coffee Shop;Fast Food Restaurant;Steakhouse;Park;Dessert Shop;Department Store
123;94055;Ormesson-sur-Marne;94;3.41;26588.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.5178826448, 48.7855061679], [2.5186858841, 48.785039922], [2.5191794487, 48.7842072704], [2.5198237068, 48.7834138959], [2.5208746052, 48.7827984305], [2.5222851537, 48.7819928225], [2.5252282786, 48.7837080096], [2.5296473621, 48.7864371596], [2.5316269187, 48.7897115252], [2.5347282648, 48.7908631669], [2.5389978789, 48.7912214812], [2.5434574593, 48.7925885821], [2.5468809547, 48.7943140428], [2.551384737, 48.795819515], [2.5538526304, 48.7950444899], [2.5543262582, 48.792666483], [2.5549796595, 48.7921868466], [2.5554554933, 48.7920968801], [2.555658947, 48.7918628968], [2.557625884, 48.7904203813], [2.5585006256, 48.7899964068], [2.5604084892, 48.7892470544], [2.5613584266, 48.7886164758], [2.5619670819, 48.7879405688], [2.5619668534, 48.7878056595], [2.5614898519, 48.7877166692], [2.5592428737, 48.7870473507], [2.557132453, 48.7863317272], [2.5457698611, 48.7824648539], [2.5373165312, 48.7778976573], [2.5362194792, 48.7771549967], [2.536051693, 48.7770473167], [2.5355592892, 48.7770229185], [2.5351826726, 48.7769854778], [2.5320519663, 48.7767708914], [2.5257019027, 48.7769707008], [2.5225865173, 48.7774655543], [2.5217118215, 48.778617785], [2.5182186879, 48.7799195715], [2.5142409606, 48.7809206858], [2.5123121358, 48.780961396], [2.5125072963, 48.7811942372], [2.5133823933, 48.7819227192], [2.5154554634, 48.7836462939], [2.5174541844, 48.7851824551], [2.5178826448, 48.7855061679]]]}";48.7853734236,2.53871510752;1;Supermarket;Fast Food Restaurant;Train Station;Hotel;Furniture / Home Store;French Restaurant;Park;Pizza Place;Shopping Mall;Electronics Store
124;94056;Périgny;94;2.79;27260.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.5743424248, 48.7009994051], [2.5752212918, 48.7003684208], [2.5760519288, 48.6962995272], [2.5717234428, 48.6926007684], [2.5716535035, 48.6920167656], [2.570497794, 48.6917940396], [2.5589336057, 48.6893439657], [2.5549116746, 48.6884610381], [2.5538613239, 48.6883266907], [2.5501530705, 48.6882677875], [2.5490013276, 48.6890225883], [2.5497706471, 48.689450943], [2.5485595778, 48.6921951329], [2.5468214451, 48.6936582663], [2.5438901669, 48.6960684477], [2.5434850212, 48.6965634009], [2.5442387943, 48.6983148359], [2.5443069214, 48.6984491158], [2.5444790371, 48.6986566491], [2.5447056844, 48.6988437026], [2.5452929169, 48.6991292725], [2.5458788751, 48.6994058398], [2.5572396186, 48.7005584804], [2.5667611116, 48.7062815951], [2.5675055209, 48.7068122748], [2.5681000522, 48.7070626774], [2.5688027049, 48.7072217237], [2.5690043352, 48.7069966898], [2.5705576421, 48.705016299], [2.5731243297, 48.7019008049], [2.5743424248, 48.7009994051]]]}";48.6966087342,2.5608956596;1;Fast Food Restaurant;Supermarket;Hotel;Train Station;Clothing Store;Electronics Store;French Restaurant;Park;Shopping Mall;Farmers Market
125;94058;Le Perreux-sur-Marne;94;3.96;28317.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.4975981658, 48.8308097156], [2.4975991568, 48.8309895918], [2.4938143488, 48.8401596591], [2.4920619176, 48.8460600637], [2.4915219509, 48.8476334267], [2.4915233599, 48.8477683347], [2.4935066706, 48.8506501558], [2.495214636, 48.8527159704], [2.4964440181, 48.853972135], [2.4990369148, 48.8554516418], [2.499718939, 48.8556748334], [2.5004000287, 48.8558539496], [2.5063240867, 48.8557562265], [2.5133340751, 48.8504338639], [2.5136731963, 48.8501636412], [2.512921794, 48.8494914731], [2.5123753558, 48.8489073717], [2.5118142547, 48.848144238], [2.5114023428, 48.8470219721], [2.5112647425, 48.8464377345], [2.5111931979, 48.8454940275], [2.5115277395, 48.8439656034], [2.5118651847, 48.8427069931], [2.5130807401, 48.8399185647], [2.5134186369, 48.8393344617], [2.5140294407, 48.8387047001], [2.5152659122, 48.8378931048], [2.5165203978, 48.8370446957], [2.5173687508, 48.835913137], [2.5175712588, 48.835229545], [2.5175677292, 48.8342861071], [2.517497563, 48.833477303], [2.5172905607, 48.8330285882], [2.5165210469, 48.8318338317], [2.5150922547, 48.830784792], [2.5140687848, 48.8302464188], [2.5125008518, 48.8296653473], [2.5118200627, 48.8294862959], [2.5107983993, 48.8294875174], [2.5065780428, 48.8302337367], [2.5044617193, 48.8306036173], [2.5044249975, 48.8300242774], [2.5046744373, 48.829721327], [2.5027016547, 48.8300387087], [2.4982102537, 48.8307637198], [2.4975981658, 48.8308097156]]]}";48.8421812372,2.50400643241;1;Supermarket;Fast Food Restaurant;Hotel;French Restaurant;Italian Restaurant;Shopping Mall;Bakery;Park;Sandwich Place;Pool
126;94059;Le Plessis-Trévise;94;4.32;24326.3333333;"{""type"": ""Polygon"", ""coordinates"": [[[2.557404987, 48.8187058625], [2.557679609, 48.8192446992], [2.5577495007, 48.8195147672], [2.5561223584, 48.8209108471], [2.5561216005, 48.8209998813], [2.5579641729, 48.8219852141], [2.5596804517, 48.8227730921], [2.5649974074, 48.8203696685], [2.5682921934, 48.8183706305], [2.5684958631, 48.8182805298], [2.568969817, 48.8177848902], [2.5692540802, 48.8173353324], [2.5694553903, 48.8167056018], [2.5714864682, 48.8143196821], [2.574124872, 48.8129126037], [2.5803845663, 48.8109228477], [2.5920700871, 48.807527694], [2.5922736734, 48.807437552], [2.5924776103, 48.8073024421], [2.5918208873, 48.7981355587], [2.5915437636, 48.7973638432], [2.5914747358, 48.7971387621], [2.5888748526, 48.793819222], [2.5884703794, 48.7933240683], [2.5872589846, 48.7933090982], [2.5859969615, 48.7933272177], [2.5771597649, 48.7938251157], [2.5755328009, 48.7945253648], [2.5739902994, 48.7955460728], [2.5718742481, 48.7977725769], [2.5716754237, 48.7989410596], [2.5712687435, 48.7993919898], [2.5648463024, 48.805020473], [2.5589198668, 48.806740843], [2.5585150512, 48.807594654], [2.5585209511, 48.8080236772], [2.5604304016, 48.8100722902], [2.5592709032, 48.8143445285], [2.5574053686, 48.8186608957], [2.557404987, 48.8187058625]]]}";48.8062253343,2.57508931375;1;Supermarket;Fast Food Restaurant;French Restaurant;Asian Restaurant;Shopping Mall;Pizza Place;Train Station;Clothing Store;Furniture / Home Store;Japanese Restaurant
127;94060;La Queue-en-Brie;94;9.16;23124.1935484;"{""type"": ""Polygon"", ""coordinates"": [[[2.5554554933, 48.7920968801], [2.5606341769, 48.794288947], [2.563905985, 48.7956760884], [2.5674501138, 48.7972422014], [2.5716754237, 48.7989410596], [2.5718742481, 48.7977725769], [2.5739902994, 48.7955460728], [2.5755328009, 48.7945253648], [2.5771597649, 48.7938251157], [2.5859969615, 48.7933272177], [2.5872589846, 48.7933090982], [2.5884703794, 48.7933240683], [2.5888748526, 48.793819222], [2.5914747358, 48.7971387621], [2.5915437636, 48.7973638432], [2.5927937078, 48.7973357306], [2.5970496657, 48.796407604], [2.5997697108, 48.794974136], [2.5991420755, 48.7932128402], [2.5979770466, 48.7915972308], [2.5944203284, 48.7873805813], [2.5888810933, 48.7812808707], [2.5856046174, 48.7786271308], [2.585463774, 48.7776840753], [2.5855283601, 48.7769198122], [2.586466938, 48.7742212733], [2.5868043072, 48.7735460924], [2.5875485252, 48.7728705167], [2.5893104073, 48.7715184921], [2.5919605754, 48.7714007582], [2.5949565276, 48.7721358707], [2.5980207289, 48.7732075123], [2.5987701359, 48.7734303844], [2.6013568895, 48.773964293], [2.6027176527, 48.774140611], [2.6057113517, 48.774494099], [2.6067986178, 48.7744913867], [2.6070020498, 48.7744012169], [2.6099434077, 48.7712036007], [2.6120700718, 48.7684664534], [2.6139217584, 48.7649836672], [2.6148873872, 48.7613405924], [2.6148182997, 48.7611164172], [2.6136517426, 48.7610254067], [2.598296943, 48.7604800748], [2.5975493852, 48.7605710967], [2.595053619, 48.7613757263], [2.5893726494, 48.7615317145], [2.5850939411, 48.7600140139], [2.5802443974, 48.7550799803], [2.577118476, 48.7550869402], [2.5767780429, 48.7551325037], [2.5753544206, 48.7558991475], [2.5720038802, 48.7590738067], [2.5743313136, 48.7604258449], [2.5776241269, 48.7615213243], [2.5798967883, 48.7639631389], [2.5796589115, 48.7652889273], [2.577457042, 48.7677095534], [2.576048009, 48.7684816462], [2.5737664687, 48.7679581682], [2.5716768711, 48.7670962587], [2.5704828212, 48.7693467786], [2.5659201637, 48.7775840872], [2.5643142414, 48.7813485106], [2.5638604239, 48.7853311668], [2.562847009, 48.7867260168], [2.5622234406, 48.787560167], [2.5619668534, 48.7878056595], [2.5619670819, 48.7879405688], [2.5613584266, 48.7886164758], [2.5604084892, 48.7892470544], [2.5585006256, 48.7899964068], [2.557625884, 48.7904203813], [2.555658947, 48.7918628968], [2.5554554933, 48.7920968801]]]}";48.7774066505,2.58395193837;1;Supermarket;Fast Food Restaurant;Train Station;Shopping Mall;Hotel;Seafood Restaurant;Furniture / Home Store;French Restaurant;Sporting Goods Shop;Pizza Place
128;94065;Rungis;94;4.2;28742.6666667;"{""type"": ""Polygon"", ""coordinates"": [[[2.330747752, 48.7481032153], [2.3313853129, 48.748766076], [2.3321851258, 48.7493992595], [2.3326875702, 48.7491430303], [2.3395872053, 48.7517474839], [2.3436345211, 48.7559089933], [2.3438906253, 48.7562045149], [2.3442421222, 48.756595], [2.3444640692, 48.7569029246], [2.3484700225, 48.7586643448], [2.3531475204, 48.7599390774], [2.3620109484, 48.7569026143], [2.3653925222, 48.7571427907], [2.3686208218, 48.7574612106], [2.369351563, 48.7460674576], [2.3662075133, 48.7461488482], [2.3629114681, 48.7460908317], [2.3593402977, 48.7424074056], [2.3546796298, 48.7385650682], [2.3539536653, 48.7386591811], [2.3477515761, 48.7414739953], [2.3465156443, 48.7414546444], [2.3453589445, 48.741406933], [2.3368066472, 48.7432053886], [2.3309527089, 48.7479235766], [2.330747752, 48.7481032153]]]}";48.7495659946,2.35212808498;2;Hotel;Park;Coffee Shop;Electronics Store;Fast Food Restaurant;Bakery;Japanese Restaurant;Train Station;Supermarket;Clothing Store
129;94067;Saint-Mandé;94;0.92;32074.6666667;"{""type"": ""Polygon"", ""coordinates"": [[[2.4275751568, 48.8415707058], [2.4273037809, 48.8415918908], [2.4258186287, 48.8417151784], [2.4250042777, 48.8417985045], [2.4246520973, 48.8418570681], [2.4245345978, 48.8418861817], [2.4243704664, 48.8419429509], [2.4242773319, 48.8419865711], [2.4240236059, 48.8421364417], [2.423948004, 48.8421963345], [2.423806188, 48.8423296557], [2.4234919225, 48.8426555073], [2.4234132163, 48.8427495603], [2.4232833413, 48.8429117177], [2.4231336441, 48.8431412311], [2.4228785131, 48.8435402138], [2.422687389, 48.8438189911], [2.4226432007, 48.8438718399], [2.4224353878, 48.8440579026], [2.4222250079, 48.8442295629], [2.4220204058, 48.844371572], [2.4219451376, 48.8444008871], [2.4218479889, 48.8444372912], [2.4202622613, 48.8436714608], [2.4198653271, 48.8433421711], [2.4193901347, 48.8425772117], [2.4193701383, 48.8425375429], [2.4193546803, 48.8424574252], [2.4193718417, 48.8421400355], [2.4193822806, 48.8420591441], [2.4194424995, 48.8417905286], [2.4194695383, 48.8416872337], [2.4195389529, 48.8414492408], [2.4196349048, 48.841275231], [2.4197138961, 48.8411559997], [2.4200198213, 48.8408463055], [2.4212540936, 48.8381614016], [2.4221386362, 48.835797661], [2.4220382245, 48.8357612013], [2.4216759062, 48.8356317407], [2.4210163854, 48.8353983134], [2.4203866708, 48.835180316], [2.420222454, 48.8351237596], [2.4193497092, 48.83483173], [2.4182257267, 48.8344692212], [2.4173378884, 48.834188795], [2.4169969563, 48.8340980967], [2.4164562769, 48.8339614548], [2.4161980223, 48.8339089309], [2.4157520495, 48.8338312067], [2.4154704665, 48.8337938563], [2.4148988558, 48.8337433952], [2.4144018769, 48.8337193783], [2.4139210634, 48.8337116271], [2.4135054256, 48.8337230802], [2.4131700996, 48.8337403221], [2.4129546919, 48.8337545542], [2.4125879527, 48.8337788352], [2.4123001933, 48.8338062013], [2.4120396177, 48.8338390965], [2.411810394, 48.8338703466], [2.4116275476, 48.8338964282], [2.4114718749, 48.8339289388], [2.4115560422, 48.8340759492], [2.4117104161, 48.8341585507], [2.4118023293, 48.8342228576], [2.4119091161, 48.8342971306], [2.4120091324, 48.8343677726], [2.4120483237, 48.8343958456], [2.4122456126, 48.8345389147], [2.4124661441, 48.8350373461], [2.4135714975, 48.8382642845], [2.4139455077, 48.8394137009], [2.4142597209, 48.840429717], [2.4152990926, 48.8438496612], [2.4158647798, 48.8460189707], [2.4159711108, 48.8466229563], [2.4160288498, 48.8469425086], [2.4163498385, 48.8486996112], [2.4163411303, 48.8492337836], [2.4180025558, 48.8493327114], [2.4189687408, 48.8493320113], [2.4188320845, 48.8483888271], [2.4215072057, 48.8461677999], [2.4252188826, 48.8458133575], [2.427713207, 48.8426478957], [2.4275751568, 48.8415707058]]]}";48.8410208466,2.41853928644;0;French Restaurant;Japanese Restaurant;Hotel;Italian Restaurant;Bookstore;Bakery;Plaza;Café;Restaurant;Pizza Place
